Sl_no,image_path,thisN,thisTrialN,thisRepN,key_resp_5.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,key_resp_9.rt,key_resp_9.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome_page.started,text.started,key_resp.started,welcome_page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions.started,ins.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_2.started,text_10.started,key_resp_10.started,instructions_2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,objects_only_instruction.started,text_3.started,key_resp_3.started,objects_only_instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,ISI.started,text_4.started,ISI.stopped,practice_block.started,image.started,text_5.started,key_resp_5.started,practice_block.stopped,practice.key_resp_5.keys,indoor_outdoor.started,text_7.started,key_resp_7.started,indoor_outdoor.stopped,practice.key_resp_7.keys,practice.key_resp_7.rt,practice.key_resp_7.duration,text_4.stopped,image.stopped,text_5.stopped,key_resp_5.stopped,practice.key_resp_5.rt,practice.key_resp_5.duration,practice_to_main.started,text_2.started,key_resp_4.started,practice_to_main.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,objects.started,image_2.started,text_9.started,key_resp_9.started,objects.stopped,trials.key_resp_9.keys,encoding_task.started,text_8.started,key_resp_8.started,encoding_task.stopped,trials.key_resp_8.keys,trials.key_resp_8.rt,trials.key_resp_8.duration,image_2.stopped,text_9.stopped,key_resp_9.stopped,trials.key_resp_9.rt,trials.key_resp_9.duration,end_experiment.started,text_6.started,key_resp_6.started,end_experiment.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,list_of_stimuli,encoding_task_accuracy,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Scenes\180a.jpg,26,0,26,,,,,,,None,j,0.3935230000000729,None,,,,,,,26,0,26,0,281.9767756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9604835,281.9767756,282.4602202,,,,,,,,,,,,,,282.493705,,,,,,,,,,,,,282.4768391,282.493705,282.493705,282.493705,285.47678139999994,None,285.4768186,285.4933611,285.4933611,285.8936608,j,0.3935230000000729,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\019a.jpg,27,0,27,,,,,,,None,f,1.1272281000000248,None,,,,,,,27,0,27,0,285.91003739999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.8937409,285.91003739999996,286.3935302,,,,,,,,,,,,,,286.4433748,,,,,,,,,,,,,286.42309249999994,286.4433748,286.4433748,286.4433748,289.40995399999997,None,289.41000329999997,289.42659849999995,289.42659849999995,290.5603148,f,1.1272281000000248,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\043a.jpg,28,0,28,,,,,,,None,f,0.3339205000000902,None,,,,,,,28,0,28,0,290.57674109999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.56040229999996,290.57674109999994,291.06045729999994,,,,,,,,,,,,,,291.0934403,,,,,,,,,,,,,291.0786699,291.0934403,291.0934403,291.0934403,294.07654,None,294.0782750999999,294.0931772,294.0931772,294.4435354,f,0.3339205000000902,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\032a.jpg,29,0,29,,,,,,,None,j,0.21721560000003137,None,,,,,,,29,0,29,0,294.45982129999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.44360889999996,294.45982129999993,294.9434221,,,,,,,,,,,,,,294.9932142,,,,,,,,,,,,,294.9783053,294.9932142,294.9932142,294.9932142,297.9599091,None,297.95994399999995,297.9765386,297.9765386,298.2100619,j,0.21721560000003137,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\001a.jpg,30,0,30,,,,,,,None,f,0.4260963000000402,None,,,,,,,30,0,30,0,298.22652629999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.21016629999997,298.22652629999993,298.7098429,,,,,,,,,,,,,,298.7596975,,,,,,,,,,,,,298.7422348,298.7596975,298.7596975,298.7596975,301.72636190000003,None,301.7263981,301.7430028,301.7430028,302.17670569999996,f,0.4260963000000402,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\028a.jpg,31,0,31,,,,,,,None,j,0.7012642999999343,None,,,,,,,31,0,31,0,302.1931237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.1767817,302.1931237,302.6764693,,,,,,,,,,,,,,302.709614,,,,,,,,,,,,,302.70013259999996,302.709614,302.709614,302.709614,305.69296399999996,None,305.69301329999996,305.70969119999995,305.70969119999995,306.42657510000004,j,0.7012642999999343,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\048a.jpg,32,0,32,,,,,,,None,j,0.2814986000000772,None,,,,,,,32,0,32,0,306.4430308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.4267029,306.4430308,306.92652569999996,,,,,,,,,,,,,,306.9595455,,,,,,,,,,,,,306.94308649999994,306.9595455,306.9595455,306.9595455,309.9429099,None,309.94294379999997,309.95970750000004,309.95970750000004,310.2431296,j,0.2814986000000772,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\150a.jpg,33,0,33,,,,,,,None,f,0.2975005999999212,None,,,,,,,33,0,33,0,310.2595119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.2432222,310.2595119,310.7430932,,,,,,,,,,,,,,310.77626109999994,,,,,,,,,,,,,310.75836849999996,310.77626109999994,310.77626109999994,310.77626109999994,313.7595814,None,313.75961889999996,313.77619329999993,313.77619329999993,314.0764745,f,0.2975005999999212,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\096a.jpg,34,0,34,,,,,,,None,f,0.23435990000007223,None,,,,,,,34,0,34,0,314.0928592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.07654790000004,314.0928592,314.576276,,,,,,,,,,,,,,314.62618039999995,,,,,,,,,,,,,314.6115692999999,314.62618039999995,314.62618039999995,314.62618039999995,317.5927394,None,317.5927779,317.60938939999994,317.60938939999994,317.85960969999996,f,0.23435990000007223,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\049a.jpg,35,0,35,,,,,,,None,j,0.2870029999999133,None,,,,,,,35,0,35,0,317.8760088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8596943,317.8760088,318.3596016,,,,,,,,,,,,,,318.40951359999997,,,,,,,,,,,,,318.3893661999999,318.40951359999997,318.40951359999997,318.40951359999997,321.3760922,None,321.37726569999995,321.39264519999995,321.39264519999995,321.6932941,j,0.2870029999999133,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\138a.jpg,36,0,36,,,,,,,None,j,0.2596199000000752,None,,,,,,,36,0,36,0,321.70929490000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6934129,321.70929490000003,322.1929046,,,,,,,,,,,,,,322.22603129999993,,,,,,,,,,,,,322.20447409999997,322.22603129999993,322.22603129999993,322.22603129999993,325.20934509999995,None,325.20938079999996,325.2258868,325.2258868,325.49285169999996,j,0.2596199000000752,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\060a.jpg,37,0,37,,,,,,,None,j,0.3056477000000086,None,,,,,,,37,0,37,0,325.50932839999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.49296019999997,325.50932839999996,325.99278449999997,,,,,,,,,,,,,,326.1096672,,,,,,,,,,,,,326.08683569999994,326.1096672,326.1096672,326.1096672,329.00924280000004,None,329.0092754,329.02587029999995,329.02587029999995,329.3429057999999,j,0.3056477000000086,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\104a.jpg,38,0,38,,,,,,,None,j,0.20352539999998953,None,,,,,,,38,0,38,0,329.35913559999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.34300929999995,329.35913559999995,329.84257819999993,,,,,,,,,,,,,,330.0256968,,,,,,,,,,,,,330.01313830000004,330.0256968,330.0256968,330.0256968,332.8591087,None,332.85914479999997,332.8757408,332.8757408,333.09260659999995,j,0.20352539999998953,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\158a.jpg,39,0,39,,,,,,,None,j,0.235575699999913,None,,,,,,,39,0,39,0,333.10903599999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.09267950000003,333.10903599999995,333.59261530000003,,,,,,,,,,,,,,333.64228479999997,,,,,,,,,,,,,333.63186729999995,333.64228479999997,333.64228479999997,333.64228479999997,336.6091099,None,336.609147,336.62559269999997,336.62559269999997,336.87586780000004,j,0.235575699999913,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\103a.jpg,40,0,40,,,,,,,None,j,0.06832669999994323,None,,,,,,,40,0,40,0,336.89229939999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.875946,336.89229939999996,337.37570700000003,,,,,,,,,,,,,,337.4255756,,,,,,,,,,,,,337.4128352,337.4255756,337.4255756,337.4255756,340.3923092,None,340.39235369999994,340.40884819999997,340.40884819999997,340.4924839,j,0.06832669999994323,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\171a.jpg,41,0,41,,,,,,,f,None,,,2.9413193999999976,None,,,,,41,0,41,0,340.5088549999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.4925865,340.5088549999999,340.99247089999994,,,,,,,,,,,,,,341.0424591,,,,,,,,,,,,,341.0278786,341.0424591,341.0424591,341.0424591,344.008824,f,344.0088714,,,344.0088816,None,,,,,,2.9413193999999976,None,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\151a.jpg,42,0,42,,,,,,,None,f,0.27646149999998215,None,,,,,,,42,0,42,0,344.0254748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0089706,344.0254748,344.50897399999997,,,,,,,,,,,,,,344.54231730000004,,,,,,,,,,,,,344.5368032,344.54231730000004,344.54231730000004,344.54231730000004,347.52541199999996,None,347.5268883,347.5420533,347.5420533,347.8256272,f,0.27646149999998215,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\030a.jpg,43,0,43,,,,,,,None,f,0.222810000000095,None,,,,,,,43,0,43,0,347.84204109999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8256976,347.84204109999996,348.325515,,,,,,,,,,,,,,348.358661,,,,,,,,,,,,,348.35068820000004,348.358661,348.358661,348.358661,351.341988,None,351.34202159999995,351.358613,351.358613,351.59228889999997,f,0.222810000000095,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\099a.jpg,44,0,44,,,,,,,None,f,0.7878306000000066,None,,,,,,,44,0,44,0,351.6086014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.5923984,351.6086014,352.0921796,,,,,,,,,,,,,,352.12521989999993,,,,,,,,,,,,,352.1086752,352.12521989999993,352.12521989999993,352.12521989999993,355.1085396,None,355.10857109999995,355.1252254,355.1252254,355.92556709999997,f,0.7878306000000066,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\140a.jpg,45,0,45,,,,,,,None,f,0.1516262000000097,None,,,,,,,45,0,45,0,355.9418505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9256497,355.9418505,356.4253487,,,,,,,,,,,,,,356.45848179999996,,,,,,,,,,,,,356.4481495,356.45848179999996,356.45848179999996,356.45848179999996,359.44182079999996,None,359.441868,359.45843519999994,359.45843519999994,359.62555169999996,f,0.1516262000000097,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\083a.jpg,46,0,46,,,,,,,None,f,0.25285760000008395,None,,,,,,,46,0,46,0,359.6417331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.6256284,359.6417331,360.12540779999995,,,,,,,,,,,,,,360.1584372,,,,,,,,,,,,,360.14062809999996,360.1584372,360.1584372,360.1584372,363.141746,None,363.14179279999996,363.15840649999996,363.15840649999996,363.4254349,f,0.25285760000008395,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\053a.jpg,47,0,47,,,,,,,None,f,0.21093259999997827,None,,,,,,,47,0,47,0,363.4416533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4255155999999,363.4416533,363.92529189999993,,,,,,,,,,,,,,363.97500130000003,,,,,,,,,,,,,363.95778459999997,363.97500130000003,363.97500130000003,363.97500130000003,366.9416533,None,366.9416976,366.9582835,366.9582835,367.17538719999993,f,0.21093259999997827,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\158a.jpg,48,0,48,,,,,,,None,f,0.028766799999971226,None,,,,,,,48,0,48,0,367.19160809999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.17548809999994,367.19160809999994,367.6752206,,,,,,,,,,,,,,367.72490459999995,,,,,,,,,,,,,367.7066056,367.72490459999995,367.72490459999995,367.72490459999995,370.69159319999994,None,370.6916321,370.70823459999997,370.70823459999997,370.7420614,f,0.028766799999971226,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\022a.jpg,49,0,49,,,,,,,j,None,,,2.6363523999999643,0.13834829999996145,,,,,49,0,49,0,370.75823990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.7421713,370.75823990000004,371.2417289,,,,,,,,,,,,,,371.27512749999994,,,,,,,,,,,,,371.2584898,371.27512749999994,371.27512749999994,371.27512749999994,374.2581857,j,374.2593153,,,374.2593269,None,,,,,,2.6363523999999643,0.13834829999996145,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\109a.jpg,50,0,50,,,,,,,None,j,0.23371629999996912,None,,,,,,,50,0,50,0,374.2747901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.2594096,374.2747901,374.75825810000003,,,,,,,,,,,,,,374.87494889999994,,,,,,,,,,,,,374.8631184999999,374.87494889999994,374.87494889999994,374.87494889999994,377.77475630000004,None,377.77479289999997,377.79138639999996,377.79138639999996,378.04165679999994,j,0.23371629999996912,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\024a.jpg,51,0,51,,,,,,,None,j,0.2443862000000081,None,,,,,,,51,0,51,0,378.058041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0417374,378.058041,378.54161799999997,,,,,,,,,,,,,,378.5744817,,,,,,,,,,,,,378.5676717,378.5744817,378.5744817,378.5744817,381.55799449999995,None,381.5580301,381.57464749999997,381.57464749999997,381.8249028,j,0.2443862000000081,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\161a.jpg,52,0,52,,,,,,,None,j,0.20915209999998297,None,,,,,,,52,0,52,0,381.8412658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.82500789999995,381.8412658,382.32483289999993,,,,,,,,,,,,,,382.4079266,,,,,,,,,,,,,382.39319,382.4079266,382.4079266,382.4079266,385.34140519999994,None,385.3414401,385.3578593,385.3578593,385.57489469999996,j,0.20915209999998297,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\159a.jpg,53,0,53,,,,,,,None,j,0.3344198000000915,None,,,,,,,53,0,53,0,385.5912406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.5750105999999,385.5912406,386.0747523,,,,,,,,,,,,,,386.2245494,,,,,,,,,,,,,386.2064652,386.2245494,386.2245494,386.2245494,389.0911952,None,389.09123079999995,389.10781569999995,389.10781569999995,389.45819559999995,j,0.3344198000000915,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\076a.jpg,54,0,54,,,,,,,None,j,0.5120362000000114,None,,,,,,,54,0,54,0,389.47446619999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.45830649999994,389.47446619999994,389.95792199999994,,,,,,,,,,,,,,390.04145629999994,,,,,,,,,,,,,390.02335519999997,390.04145629999994,390.04145629999994,390.04145629999994,392.97441519999995,None,392.97446979999995,392.99106470000004,392.99106470000004,393.50821859999996,j,0.5120362000000114,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\044a.jpg,55,0,55,,,,,,,None,f,2.5768309000000045,None,,,,,,,55,0,55,0,393.5244278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.50833149999994,393.5244278,394.00801609999996,,,,,,,,,,,,,,394.0411705,,,,,,,,,,,,,394.02352729999996,394.0411705,394.0411705,394.0411705,397.02453449999996,None,397.02457259999994,397.0409892,397.0409892,399.6246651,f,2.5768309000000045,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\007a.jpg,56,0,56,,,,,,,None,f,0.9323028999999678,None,,,,,,,56,0,56,0,399.6409116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.6247466,399.6409116,400.1244825,,,,,,,,,,,,,,400.1745091,,,,,,,,,,,,,400.15645359999996,400.1745091,400.1745091,400.1745091,403.1408887,None,403.14238079999996,403.1575077,403.1575077,404.0912581,f,0.9323028999999678,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\027a.jpg,57,0,57,,,,,,,None,f,7.305489100000045,None,,,,,,,57,0,57,0,404.1074933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0913329,404.1074933,404.5909858,,,,,,,,,,,,,,404.640797,,,,,,,,,,,,,404.63192919999995,404.640797,404.640797,404.640797,407.6074635,None,407.60751389999996,407.62413430000004,407.62413430000004,414.9408704,f,7.305489100000045,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\059a.jpg,58,0,58,,,,,,,None,f,1.1839046000000053,None,,,,,,,58,0,58,0,414.95727220000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.94096779999995,414.95727220000003,415.4407857,,,,,,,,,,,,,,415.4739198,,,,,,,,,,,,,415.4555328,415.4739198,415.4739198,415.4739198,418.45722969999997,None,418.45728610000003,418.4738549,418.4738549,419.67414299999996,f,1.1839046000000053,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\135a.jpg,59,0,59,,,,,,,None,f,14.984481200000005,None,,,,,,,59,0,59,0,419.6904915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.67426019999994,419.6904915,420.17398649999996,,,,,,,,,,,,,,420.22384,,,,,,,,,,,,,420.21153759999993,420.22384,420.22384,420.22384,423.19048409999994,None,423.19052109999996,423.2070523,423.2070523,438.20708089999994,f,14.984481200000005,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\165a.jpg,60,0,60,,,,,,,f,None,,,2.514976299999944,0.13370320000001357,,,,,60,0,60,0,438.2234316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.20719829999996,438.2234316,438.706962,,,,,,,,,,,,,,438.75675549999994,,,,,,,,,,,,,438.7456906,438.75675549999994,438.75675549999994,438.75675549999994,441.7235214,f,441.72355459999994,,,441.72356449999995,None,,,,,,2.514976299999944,0.13370320000001357,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\187a.jpg,61,0,61,,,,,,,None,f,0.376848300000006,None,,,,,,,61,0,61,0,441.74008559999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.72365189999994,441.74008559999993,442.22368140000003,,,,,,,,,,,,,,442.25668829999995,,,,,,,,,,,,,442.23985830000004,442.25668829999995,442.25668829999995,442.25668829999995,445.24001109999995,None,445.2400421,445.2565958,445.2565958,445.6402703,f,0.376848300000006,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\042a.jpg,62,0,62,,,,,,,None,j,0.3859825000000683,None,,,,,,,62,0,62,0,445.6566493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.6403748,445.6566493,446.14014999999995,,,,,,,,,,,,,,446.1900042,,,,,,,,,,,,,446.1729038,446.1900042,446.1900042,446.1900042,449.15656679999995,None,449.1565994,449.17322490000004,449.17322490000004,449.5734562,j,0.3859825000000683,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\086a.jpg,63,0,63,,,,,,,None,j,2.7216525000000047,None,,,,,,,63,0,63,0,449.58997899999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.57353179999996,449.58997899999997,450.07348609999997,,,,,,,,,,,,,,450.12330610000004,,,,,,,,,,,,,450.10797909999997,450.12330610000004,450.12330610000004,450.12330610000004,453.08996349999995,None,453.09112849999997,453.10657259999994,453.10657259999994,455.8401914,j,2.7216525000000047,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\067a.jpg,64,0,64,,,,,,,None,f,0.6983639000000039,None,,,,,,,64,0,64,0,455.85652229999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.84027330000004,455.85652229999994,456.33996819999993,,,,,,,,,,,,,,456.3897779,,,,,,,,,,,,,456.37591480000003,456.3897779,456.3897779,456.3897779,459.3564755,None,459.3565063,459.3730389,459.3730389,460.073226,f,0.6983639000000039,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\172a.jpg,65,0,65,,,,,,,None,j,0.33925060000001395,None,,,,,,,65,0,65,0,460.0897685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.07333729999993,460.0897685,460.5731611,,,,,,,,,,,,,,460.60597029999997,,,,,,,,,,,,,460.5987023,460.60597029999997,460.60597029999997,460.60597029999997,463.58972919999997,None,463.58976139999993,463.606368,463.606368,463.95660539999994,j,0.33925060000001395,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\023a.jpg,66,0,66,,,,,,,None,f,0.6885981000000356,None,,,,,,,66,0,66,0,463.97295080000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9566814,463.97295080000004,464.4564114,,,,,,,,,,,,,,464.4900434,,,,,,,,,,,,,464.47926729999995,464.4900434,464.4900434,464.4900434,467.4728844,None,467.4729169,467.48946709999996,467.48946709999996,468.18994299999997,f,0.6885981000000356,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\052a.jpg,67,0,67,,,,,,,None,f,0.40120170000000144,None,,,,,,,67,0,67,0,468.20619320000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.19005289999996,468.20619320000003,468.68964170000004,,,,,,,,,,,,,,468.73944659999995,,,,,,,,,,,,,468.72483139999997,468.73944659999995,468.73944659999995,468.73944659999995,471.70612629999994,None,471.70615639999994,471.72272899999996,471.72272899999996,472.13964109999995,f,0.40120170000000144,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\033a.jpg,68,0,68,,,,,,,None,j,0.48066130000006524,None,,,,,,,68,0,68,0,472.1560488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.13970659999995,472.1560488,472.63954179999996,,,,,,,,,,,,,,472.7396305,,,,,,,,,,,,,472.71938679999994,472.7396305,472.7396305,472.7396305,475.6560879,None,475.65612639999995,475.6726836,475.6726836,476.156522,j,0.48066130000006524,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\187a.jpg,69,0,69,,,,,,,j,None,,,2.832317699999976,None,,,,,69,0,69,0,476.17272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.15660089999994,476.17272,476.6562106,,,,,,,,,,,,,,476.68931810000004,,,,,,,,,,,,,476.6736277,476.68931810000004,476.68931810000004,476.68931810000004,479.6726248,j,479.6726595,,,479.6726692,None,,,,,,2.832317699999976,None,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
